transaction_id,items
762,"Beer, Chips, Eggs, Butter"
763,"Biscuits, Bread, Diapers, Beer"
764,"Biscuits, Bread, Butter, Cheese"
765,"Beer, Bread, Eggs, Butter"
766,"Bread, Milk, Biscuits, Eggs, Butter, Chips"
767,"Milk, Cheese, Diapers, Chips, Beer"
768,"Biscuits, Chips"
769,"Milk, Butter, Cheese, Diapers, Beer"
770,"Bread, Chips, Butter, Beer"
771,"Cheese, Butter"
772,"Beer, Chips, Butter"
773,"Bread, Jam, Cheese"
774,"Milk, Bread, Butter"
775,"Beer, Bread, Butter"
776,"Bread, Milk, Jam, Butter, Cheese, Chips"
777,"Milk, Eggs"
778,"Cheese, Beer, Milk, Butter"
779,Eggs
780,"Milk, Chips"
781,"Biscuits, Eggs"
782,"Bread, Milk, Eggs, Butter"
783,"Bread, Cheese"
784,"Bread, Chips, Milk, Butter"
785,Cheese
786,"Milk, Diapers, Beer"
787,"Jam, Biscuits, Eggs, Butter"
788,"Bread, Milk, Biscuits, Jam, Butter, Cheese"
789,"Cheese, Milk, Butter"
790,"Beer, Bread, Diapers, Cheese"
791,"Biscuits, Milk"
792,"Bread, Milk, Cheese, Eggs, Butter"
793,"Biscuits, Milk"
794,"Eggs, Butter, Cheese, Diapers, Beer"
795,"Bread, Chips, Milk, Butter"
796,"Bread, Butter"
797,"Eggs, Beer"
798,"Jam, Butter"
799,"Biscuits, Eggs"
800,"Jam, Butter"
801,"Biscuits, Bread, Butter"
802,"Bread, Biscuits, Eggs, Butter, Diapers, Chips"
803,"Bread, Chips"
804,"Biscuits, Milk"
805,"Biscuits, Milk"
806,"Bread, Milk, Butter, Cheese, Diapers, Beer"
807,"Bread, Eggs, Jam"
808,Chips
809,"Bread, Milk, Eggs, Butter"
810,"Biscuits, Bread, Diapers, Butter"
811,"Milk, Biscuits, Jam, Butter, Diapers, Beer"
812,"Milk, Jam, Butter, Cheese, Chips"
813,"Eggs, Butter"
814,"Cheese, Milk, Eggs, Butter"
815,Bread
816,"Bread, Chips, Butter"
817,"Milk, Diapers, Beer"
818,"Milk, Biscuits, Eggs, Cheese, Diapers, Beer"
819,"Beer, Milk, Biscuits, Butter"
820,"Diapers, Milk, Eggs, Beer"
821,"Beer, Milk, Diapers, Butter"
822,"Beer, Diapers, Biscuits, Butter"
823,"Bread, Milk, Butter"
824,"Bread, Butter"
825,"Bread, Milk, Biscuits, Eggs, Butter"
826,"Bread, Chips, Diapers, Beer"
827,"Biscuits, Jam, Butter"
828,"Diapers, Milk, Eggs"
829,"Biscuits, Bread, Cheese"
830,"Cheese, Bread, Milk, Butter"
831,"Biscuits, Milk, Chips"
832,"Bread, Eggs"
833,"Milk, Cheese"
834,"Beer, Diapers, Cheese"
835,"Bread, Milk, Butter, Diapers, Chips, Beer"
836,Cheese
837,"Bread, Eggs, Butter"
838,"Biscuits, Chips, Eggs"
839,"Eggs, Butter"
840,"Biscuits, Milk"
841,"Bread, Milk, Butter, Cheese, Beer"
842,"Milk, Beer"
843,"Bread, Milk, Eggs, Jam, Butter, Diapers, Beer"
844,"Milk, Diapers, Beer"
845,"Beer, Butter"
846,"Bread, Cheese"
847,"Milk, Eggs, Butter"
848,"Bread, Milk, Eggs"
849,"Milk, Chips, Eggs"
850,"Beer, Diapers, Butter"
851,"Chips, Jam"
852,"Bread, Jam"
853,Chips
854,"Biscuits, Butter"
855,"Eggs, Beer"
856,"Milk, Jam, Beer"
857,"Biscuits, Bread, Chips, Butter"
858,"Bread, Milk, Biscuits, Eggs, Butter"
859,"Bread, Jam, Butter"
860,"Milk, Chips"
861,"Milk, Eggs"
862,"Bread, Milk, Eggs, Cheese, Chips"
863,"Bread, Chips, Butter"
864,"Milk, Eggs"
865,"Diapers, Jam"
866,"Bread, Eggs, Butter, Diapers, Beer"
867,"Bread, Milk, Eggs, Butter"
868,"Beer, Bread, Butter"
869,"Bread, Eggs, Butter"
870,"Bread, Chips, Butter, Beer"
871,"Biscuits, Bread, Diapers"
872,"Bread, Butter"
873,"Bread, Butter"
874,"Biscuits, Chips, Beer"
875,"Chips, Eggs"
876,"Biscuits, Cheese"
877,"Bread, Beer"
878,"Biscuits, Butter"
879,"Bread, Chips, Milk, Butter"
880,"Milk, Chips, Jam, Butter"
881,"Bread, Butter"
882,"Biscuits, Bread, Milk, Butter"
883,"Jam, Milk, Eggs, Butter"
884,"Bread, Milk, Diapers, Butter"
885,"Bread, Beer"
886,"Cheese, Chips, Butter"
887,"Biscuits, Diapers, Jam, Beer"
888,"Bread, Butter"
889,"Bread, Chips, Eggs, Beer"
890,"Biscuits, Bread, Butter"
891,"Diapers, Butter"
892,"Biscuits, Milk, Chips, Butter"
893,"Biscuits, Bread, Milk"
894,"Milk, Chips"
895,"Milk, Diapers, Beer"
896,"Bread, Milk, Butter, Cheese, Diapers, Beer"
897,"Biscuits, Bread, Milk, Cheese"
898,"Biscuits, Bread, Butter"
899,"Bread, Chips"
900,"Bread, Butter, Diapers, Chips, Beer"
901,"Cheese, Milk, Butter"
902,"Cheese, Milk, Beer"
903,"Cheese, Butter"
904,"Cheese, Bread, Butter"
905,"Beer, Bread, Diapers, Butter"
906,"Milk, Cheese"
907,"Eggs, Cheese"
908,"Cheese, Milk, Biscuits, Butter"
909,"Biscuits, Chips, Beer"
910,"Bread, Chips, Butter"
911,"Bread, Chips, Butter"
912,"Bread, Milk, Butter, Cheese"
913,"Milk, Cheese"
914,"Biscuits, Bread"
915,"Biscuits, Milk, Jam"
916,"Biscuits, Bread, Chips"
917,"Milk, Jam"
918,Biscuits
919,"Chips, Eggs"
920,"Bread, Milk, Butter"
921,"Bread, Butter, Cheese"
922,"Biscuits, Bread, Milk, Butter"
923,"Bread, Milk, Biscuits, Eggs, Butter, Chips"
924,"Jam, Eggs"
925,"Cheese, Bread, Milk, Butter"
926,"Bread, Milk, Biscuits, Butter, Chips"
927,"Bread, Eggs, Jam, Cheese, Butter, Chips"
928,"Beer, Diapers, Bread, Butter"
929,"Bread, Biscuits, Eggs, Butter, Chips"
930,"Biscuits, Bread, Milk, Butter"
931,Bread
932,"Milk, Biscuits, Butter, Cheese, Diapers, Beer"
933,"Biscuits, Milk"
934,"Cheese, Bread, Butter"
935,"Bread, Milk, Butter, Diapers, Chips"
936,"Milk, Biscuits, Jam, Cheese, Chips, Beer"
937,"Beer, Bread, Milk, Butter"
938,"Chips, Cheese"
939,"Bread, Jam, Butter"
940,Biscuits
941,"Eggs, Butter"
942,"Milk, Jam, Butter"
943,"Biscuits, Eggs, Cheese"
944,"Bread, Milk, Cheese"
945,"Bread, Milk, Eggs, Butter, Chips"
946,"Bread, Cheese, Jam, Eggs, Butter, Diapers"
947,"Biscuits, Chips"
948,"Bread, Diapers, Beer"
949,"Biscuits, Milk, Beer"
950,"Beer, Cheese"
951,"Milk, Cheese"
952,Butter
953,"Bread, Milk, Butter, Diapers, Beer"
954,"Milk, Butter, Cheese, Diapers, Chips"
955,"Bread, Chips, Butter"
956,"Eggs, Butter"
957,"Biscuits, Milk"
958,"Biscuits, Eggs, Butter, Cheese, Diapers, Beer"
959,"Bread, Eggs, Jam"
960,"Biscuits, Milk, Butter"
961,Butter
962,"Bread, Milk, Butter, Cheese, Beer"
963,"Biscuits, Milk, Cheese"
964,"Chips, Eggs"
965,"Biscuits, Eggs, Diapers, Chips, Beer"
966,"Bread, Chips, Jam, Butter"
967,"Bread, Milk, Beer"
968,"Beer, Diapers, Cheese"
969,"Cheese, Beer"
970,"Diapers, Cheese"
971,"Eggs, Jam"
972,"Beer, Diapers, Bread, Butter"
973,"Cheese, Bread, Milk, Butter"
974,"Bread, Diapers, Butter, Cheese"
975,"Beer, Milk, Jam, Butter"
976,"Biscuits, Bread, Butter"
977,"Bread, Milk, Butter"
978,"Cheese, Bread, Butter"
979,"Biscuits, Beer"
980,"Chips, Eggs, Jam"
981,"Milk, Eggs, Butter, Cheese, Beer"
982,"Bread, Milk, Eggs, Butter"
983,"Bread, Milk, Butter"
984,"Biscuits, Cheese"
985,"Milk, Cheese"
986,"Biscuits, Bread, Butter"
987,"Biscuits, Bread, Beer"
988,"Bread, Eggs, Butter"
989,"Bread, Beer"
990,"Beer, Biscuits, Eggs, Butter"
991,"Beer, Diapers, Cheese"
992,"Bread, Cheese"
993,"Milk, Eggs"
994,"Bread, Eggs, Butter"
995,"Chips, Eggs, Cheese"
996,"Diapers, Beer"
997,"Bread, Milk, Biscuits, Cheese, Chips"
998,"Bread, Milk, Biscuits, Eggs, Butter, Diapers, Beer"
999,"Jam, Butter"
1000,"Biscuits, Bread, Eggs, Butter"
1001,"Bread, Eggs, Cheese"
1002,"Diapers, Milk, Eggs, Beer"
1003,"Diapers, Eggs, Beer"
1004,"Bread, Milk, Cheese, Diapers, Beer"
1005,"Biscuits, Eggs, Cheese"
1006,"Milk, Butter"
1007,"Bread, Chips, Cheese"
1008,"Cheese, Chips, Biscuits, Butter"
1009,"Beer, Milk, Butter"
1010,"Cheese, Diapers, Butter"
1011,"Biscuits, Milk"
1012,"Bread, Eggs, Cheese, Diapers, Beer"
1013,"Bread, Eggs, Butter"
1014,"Cheese, Eggs, Butter"
1015,"Eggs, Beer"
1016,"Bread, Eggs, Diapers, Chips, Beer"
1017,"Cheese, Diapers, Beer, Butter"
1018,"Jam, Eggs, Butter, Diapers, Beer"
1019,"Bread, Milk, Eggs, Butter"
1020,"Bread, Milk, Biscuits, Eggs, Butter, Chips"
1021,"Cheese, Beer, Butter"
1022,"Biscuits, Milk, Cheese"
1023,"Bread, Chips, Butter"
1024,"Milk, Diapers, Butter"
1025,"Bread, Milk, Biscuits, Jam, Butter, Beer"
1026,"Chips, Butter"
1027,"Milk, Jam, Beer"
1028,Biscuits
1029,"Bread, Milk"
1030,"Biscuits, Butter"
1031,"Biscuits, Diapers, Beer, Cheese"
1032,Beer
1033,"Milk, Chips, Cheese"
1034,"Chips, Beer"
1035,"Milk, Eggs, Butter"
1036,"Beer, Bread, Butter"
1037,"Bread, Chips, Butter"
1038,"Bread, Butter"
1039,"Eggs, Jam"
1040,"Chips, Beer"
1041,"Biscuits, Milk"
1042,"Bread, Chips, Butter"
1043,"Bread, Milk, Butter"
1044,"Biscuits, Milk, Chips, Eggs"
1045,"Chips, Butter"
1046,"Chips, Butter"
1047,"Bread, Milk, Jam, Butter"
1048,"Biscuits, Butter"
1049,"Beer, Bread, Diapers, Butter"
1050,"Bread, Beer"
1051,"Bread, Eggs, Butter"
1052,"Bread, Butter"
1053,"Bread, Milk, Eggs"
1054,"Biscuits, Jam, Eggs, Chips, Beer"
1055,"Bread, Chips, Butter"
1056,"Biscuits, Chips, Butter"
1057,"Milk, Biscuits, Butter, Cheese, Chips"
1058,"Milk, Diapers, Butter"
1059,"Diapers, Jam, Beer"
1060,"Biscuits, Milk, Butter"
1061,"Biscuits, Milk"
1062,"Bread, Chips, Milk, Cheese"
1063,Diapers
1064,"Biscuits, Butter"
1065,"Bread, Jam, Butter"
1066,"Biscuits, Bread, Butter"
1067,"Diapers, Chips, Beer"
1068,"Biscuits, Bread"
1069,"Diapers, Eggs"
1070,"Beer, Cheese"
1071,"Cheese, Milk, Beer"
1072,"Bread, Jam, Butter"
1073,"Diapers, Bread, Eggs, Biscuits"
1074,"Bread, Milk"
1075,"Biscuits, Eggs, Cheese"
1076,"Chips, Butter"
1077,"Bread, Chips, Butter"
1078,"Jam, Milk, Eggs, Butter"
1079,"Milk, Butter"
1080,Butter
1081,"Bread, Chips, Butter"
1082,"Bread, Biscuits, Butter, Cheese, Beer"
1083,"Bread, Milk, Biscuits, Butter, Chips"
1084,"Diapers, Beer"
1085,"Milk, Butter"
1086,"Bread, Milk, Butter, Cheese, Diapers, Chips"
1087,"Bread, Milk, Biscuits, Jam, Butter, Cheese, Chips"
1088,Butter
1089,"Chips, Jam"
1090,"Beer, Bread, Milk, Butter"
1091,"Bread, Butter"
1092,"Bread, Milk, Eggs, Butter, Beer"
1093,"Bread, Milk, Jam, Butter"
1094,"Biscuits, Milk, Chips"
1095,"Milk, Butter"
1096,"Biscuits, Bread, Milk, Beer"
1097,"Biscuits, Jam, Cheese, Diapers, Beer"
1098,Biscuits
1099,"Milk, Eggs, Jam, Diapers, Beer"
1100,"Biscuits, Bread, Butter, Cheese"
1101,"Milk, Cheese, Eggs, Jam, Butter, Diapers, Beer"
1102,"Bread, Diapers, Beer"
1103,"Bread, Milk, Butter"
1104,"Bread, Milk, Biscuits, Jam, Butter, Chips"
1105,"Milk, Eggs, Cheese"
1106,"Biscuits, Chips"
1107,"Biscuits, Chips, Beer"
1108,"Bread, Butter, Beer"
1109,"Beer, Diapers, Butter"
1110,"Milk, Diapers, Beer"
1111,"Biscuits, Chips"
1112,"Bread, Milk, Biscuits, Eggs, Butter, Chips"
1113,"Bread, Jam, Eggs, Butter, Beer"
1114,"Diapers, Cheese"
1115,"Eggs, Jam"
1116,"Bread, Milk, Biscuits, Jam, Butter, Cheese"
1117,"Bread, Milk, Butter, Diapers, Beer"
1118,"Milk, Eggs"
1119,"Biscuits, Milk, Chips, Diapers"
1120,"Bread, Biscuits, Butter, Diapers, Beer"
1121,"Beer, Chips, Biscuits, Butter"
1122,"Biscuits, Milk, Butter"
1123,"Bread, Diapers"
1124,"Bread, Eggs, Butter, Diapers, Beer"
1125,"Milk, Chips"
1126,"Biscuits, Bread, Milk, Butter"
1127,"Milk, Eggs"
1128,"Bread, Butter"
1129,"Beer, Diapers, Chips, Butter"
1130,"Milk, Beer"
1131,"Cheese, Milk, Eggs, Butter"
1132,"Eggs, Jam"
1133,"Bread, Milk, Jam, Butter"
1134,"Bread, Cheese"
1135,"Bread, Milk, Eggs, Butter, Cheese"
1136,"Beer, Diapers, Jam, Butter"
1137,"Diapers, Milk, Eggs, Beer"
1138,"Bread, Chips"
1139,"Biscuits, Diapers, Butter"
1140,Biscuits
1141,"Biscuits, Jam, Eggs, Butter, Chips"
1142,"Milk, Chips"
1143,"Diapers, Milk, Eggs, Beer"
1144,"Bread, Eggs, Beer"
1145,"Bread, Milk, Biscuits, Eggs, Jam, Cheese, Butter, Chips"
1146,Butter
1147,"Beer, Diapers, Cheese"
1148,"Jam, Butter"
1149,"Biscuits, Chips, Eggs"
1150,"Bread, Chips"
1151,"Cheese, Butter"
1152,"Milk, Cheese"
1153,"Milk, Chips, Jam, Butter"
1154,"Milk, Chips, Diapers, Beer"
1155,"Bread, Jam, Butter, Cheese, Diapers, Beer"
1156,"Biscuits, Diapers, Butter"
1157,"Bread, Milk, Beer"
1158,"Biscuits, Bread"
1159,"Milk, Eggs"
1160,"Bread, Biscuits, Eggs, Butter, Chips"
1161,"Chips, Jam, Cheese"
1162,"Diapers, Beer"
1163,"Biscuits, Eggs"
1164,"Bread, Jam, Butter, Beer"
1165,"Eggs, Beer"
1166,"Bread, Cheese"
1167,"Chips, Butter"
1168,"Jam, Cheese, Eggs, Butter"
1169,"Bread, Milk, Eggs, Butter"
1170,"Bread, Chips, Butter"
1171,"Chips, Cheese"
1172,"Bread, Milk, Biscuits, Butter, Cheese, Diapers, Beer"
1173,"Milk, Biscuits, Diapers, Chips, Beer"
1174,"Jam, Beer"
1175,Biscuits
1176,"Cheese, Milk, Jam, Butter"
1177,"Bread, Milk, Biscuits, Butter, Chips"
1178,"Chips, Cheese"
1179,"Bread, Milk"
1180,"Biscuits, Milk, Chips, Eggs"
1181,"Bread, Cheese"
1182,"Milk, Eggs"
1183,"Chips, Cheese"
1184,"Milk, Chips, Eggs"
1185,"Chips, Butter"
1186,"Diapers, Bread, Eggs, Butter"
1187,"Bread, Eggs"
1188,"Biscuits, Diapers, Cheese"
1189,"Cheese, Milk, Chips, Butter"
1190,"Milk, Jam, Eggs, Butter, Chips"
1191,"Milk, Cheese"
1192,"Bread, Milk, Butter"
1193,"Biscuits, Jam, Eggs, Cheese, Butter, Diapers, Chips"
1194,"Milk, Beer"
1195,"Milk, Cheese"
1196,"Cheese, Bread, Butter"
1197,"Bread, Milk, Beer"
1198,"Biscuits, Diapers, Jam, Beer"
1199,"Jam, Cheese, Eggs, Beer"
1200,"Bread, Biscuits, Eggs, Butter, Cheese, Diapers, Beer"
1201,"Biscuits, Bread, Chips, Butter"
1202,"Biscuits, Eggs, Cheese"
1203,"Bread, Chips, Milk"
1204,"Jam, Beer"
1205,"Cheese, Bread, Butter"
1206,"Biscuits, Milk, Eggs, Butter"
1207,"Biscuits, Eggs, Jam"
1208,"Diapers, Beer"
1209,"Beer, Diapers, Cheese"
1210,"Bread, Chips"
1211,"Jam, Milk, Eggs, Butter"
1212,"Milk, Butter"
1213,"Biscuits, Cheese, Diapers, Chips, Beer"
1214,"Biscuits, Eggs"
1215,"Beer, Bread, Milk, Butter"
1216,"Beer, Diapers, Butter"
1217,"Bread, Biscuits, Eggs, Butter, Beer"
1218,"Milk, Chips"
1219,"Biscuits, Jam, Cheese, Chips, Beer"
1220,"Bread, Milk, Diapers, Butter"
1221,"Diapers, Chips"
1222,"Biscuits, Milk, Diapers, Butter"
1223,"Bread, Chips"
1224,"Biscuits, Eggs"
1225,"Cheese, Bread, Chips, Butter"
1226,"Bread, Butter"
1227,"Milk, Eggs, Beer"
1228,"Biscuits, Eggs, Cheese, Diapers, Chips, Beer"
1229,"Biscuits, Milk, Butter"
1230,"Beer, Milk, Jam, Butter"
1231,"Milk, Biscuits, Eggs, Cheese, Diapers, Chips"
1232,"Bread, Jam, Diapers, Chips, Beer"
1233,"Biscuits, Bread, Milk, Butter"
1234,"Bread, Butter"
1235,"Butter, Cheese"
1236,"Biscuits, Chips, Beer"
1237,"Milk, Butter"
1238,"Cheese, Eggs, Beer"
1239,"Bread, Milk, Biscuits, Cheese, Chips"
1240,"Milk, Cheese"
1241,"Bread, Milk, Eggs, Butter, Diapers"
1242,"Bread, Diapers"
1243,"Bread, Milk, Butter"
1244,"Bread, Eggs, Butter, Diapers, Beer"
1245,"Bread, Butter"
1246,"Bread, Milk, Diapers, Beer"
1247,"Milk, Butter"
1248,"Bread, Milk, Cheese"
1249,"Biscuits, Bread, Eggs"
1250,"Bread, Milk, Butter"
1251,"Bread, Beer"
1252,"Biscuits, Milk, Eggs"
1253,"Milk, Jam, Eggs, Cheese, Butter"
1254,"Bread, Butter"
1255,"Milk, Eggs, Butter, Cheese, Diapers"
1256,"Eggs, Butter"
1257,"Bread, Eggs, Butter"
1258,"Milk, Chips"
1259,"Jam, Eggs, Beer"
1260,"Biscuits, Bread, Cheese"
1261,"Bread, Milk, Biscuits, Butter, Diapers, Beer"
1262,"Diapers, Cheese"
1263,"Bread, Milk, Biscuits, Eggs, Cheese, Chips"
1264,"Chips, Jam"
1265,"Milk, Eggs, Jam"
1266,"Biscuits, Milk, Butter"
1267,"Bread, Chips, Milk, Jam"
1268,"Biscuits, Milk, Eggs"
1269,"Biscuits, Milk, Butter"
1270,"Milk, Diapers, Beer"
1271,"Biscuits, Milk, Eggs, Cheese"
1272,"Biscuits, Bread, Eggs, Butter"
1273,"Biscuits, Jam, Eggs, Butter, Beer"
1274,"Bread, Milk, Biscuits, Butter, Cheese, Diapers, Beer"
1275,"Biscuits, Bread, Jam, Butter"
1276,"Biscuits, Bread"
1277,"Biscuits, Beer"
1278,"Milk, Jam"
1279,"Biscuits, Chips, Cheese"
1280,"Bread, Milk"
1281,"Cheese, Biscuits, Butter"
1282,"Beer, Milk, Butter"
1283,"Cheese, Milk, Biscuits, Butter"
1284,"Beer, Bread, Biscuits, Butter"
1285,"Milk, Cheese"
1286,"Bread, Milk, Biscuits, Jam, Butter"
1287,"Milk, Cheese, Diapers, Chips, Beer"
1288,"Beer, Milk, Biscuits, Butter"
1289,"Bread, Eggs"
1290,"Biscuits, Milk, Cheese"
1291,"Milk, Eggs"
1292,"Biscuits, Milk, Cheese"
1293,"Beer, Bread, Milk, Butter"
1294,"Bread, Biscuits, Eggs, Butter, Chips"
1295,"Bread, Butter"
1296,"Biscuits, Eggs, Butter, Diapers, Chips, Beer"
1297,"Beer, Diapers, Eggs, Butter"
1298,Beer
1299,Eggs
1300,"Beer, Bread, Diapers, Butter"
1301,"Diapers, Eggs, Beer"
1302,"Beer, Milk, Butter"
1303,"Cheese, Diapers, Biscuits, Beer"
1304,"Bread, Chips, Milk, Beer"
1305,"Bread, Milk, Eggs, Diapers, Chips"
1306,"Bread, Jam, Butter"
1307,"Biscuits, Eggs"
1308,"Biscuits, Diapers, Chips, Cheese"
1309,"Bread, Milk, Cheese, Jam, Butter, Diapers, Chips, Beer"
1310,"Jam, Cheese"
1311,Chips
1312,"Bread, Milk, Biscuits, Butter, Beer"
1313,"Bread, Milk, Eggs, Diapers, Beer"
1314,"Bread, Milk, Biscuits, Eggs, Jam, Cheese, Butter, Diapers"
1315,"Bread, Eggs"
1316,"Biscuits, Eggs"
1317,"Cheese, Diapers, Beer, Butter"
1318,"Milk, Eggs, Cheese"
1319,"Bread, Chips"
1320,"Cheese, Bread, Milk, Butter"
1321,"Milk, Jam, Butter, Diapers, Beer"
1322,"Milk, Jam"
1323,"Milk, Butter"
1324,"Biscuits, Milk, Diapers, Beer"
1325,"Diapers, Chips, Jam, Beer"
1326,"Bread, Milk, Eggs, Butter, Beer"
1327,"Milk, Eggs, Butter"
1328,"Biscuits, Butter, Cheese, Diapers, Chips"
1329,Butter
1330,"Biscuits, Eggs, Butter, Cheese, Chips"
1331,"Biscuits, Bread, Butter"
1332,"Bread, Milk, Butter"
1333,"Jam, Beer"
1334,"Biscuits, Bread, Chips, Butter"
1335,"Jam, Butter"
1336,"Bread, Milk, Butter"
1337,"Biscuits, Diapers, Beer, Cheese"
1338,"Bread, Biscuits, Cheese, Butter, Diapers, Beer"
1339,"Milk, Eggs, Butter"
1340,"Jam, Eggs, Butter, Diapers, Beer"
1341,"Bread, Milk, Eggs, Jam, Cheese, Diapers, Beer"
1342,"Bread, Milk, Butter, Cheese, Diapers, Chips, Beer"
1343,"Diapers, Bread, Milk, Eggs"
1344,"Chips, Eggs"
1345,Cheese
1346,"Bread, Chips, Butter"
1347,"Biscuits, Diapers, Jam, Cheese"
1348,"Biscuits, Eggs, Butter"
1349,"Biscuits, Beer"
1350,"Bread, Chips, Milk, Beer"
1351,"Bread, Butter, Cheese"
1352,"Biscuits, Beer"
1353,"Cheese, Bread, Butter"
1354,"Eggs, Beer"
1355,"Milk, Biscuits, Eggs, Butter, Cheese, Beer"
1356,"Jam, Butter"
1357,"Cheese, Beer, Bread, Butter"
1358,"Diapers, Cheese"
1359,"Bread, Chips, Butter"
1360,"Cheese, Eggs, Beer"
1361,"Bread, Milk, Eggs, Butter"
1362,"Bread, Chips, Milk, Butter"
1363,"Milk, Chips"
1364,"Biscuits, Milk, Jam, Cheese"
1365,"Milk, Cheese"
1366,"Biscuits, Chips"
1367,"Bread, Butter"
1368,"Milk, Chips"
1369,"Biscuits, Milk, Jam"
1370,"Milk, Eggs"
1371,"Diapers, Cheese"
1372,Eggs
1373,"Bread, Chips, Eggs, Butter"
1374,"Bread, Chips, Jam, Butter"
1375,"Bread, Chips, Milk, Butter"
1376,"Beer, Bread, Diapers, Butter"
1377,"Bread, Biscuits, Eggs, Jam, Butter"
1378,"Milk, Butter"
1379,"Jam, Beer, Eggs, Butter"
1380,"Diapers, Chips, Beer"
1381,"Bread, Chips"
1382,"Bread, Milk, Butter, Cheese"
1383,"Milk, Diapers, Beer"
1384,"Bread, Diapers, Butter"
1385,"Cheese, Bread, Chips, Butter"
1386,"Milk, Jam"
1387,"Bread, Milk, Butter, Diapers, Chips"
1388,"Biscuits, Chips"
1389,"Bread, Milk, Butter"
1390,"Milk, Chips"
1391,"Bread, Eggs, Butter, Chips, Beer"
1392,"Bread, Chips, Butter, Beer"
1393,"Jam, Beer"
1394,"Bread, Milk, Biscuits, Jam, Eggs, Butter, Chips, Beer"
1395,"Bread, Jam, Beer"
1396,"Bread, Milk, Butter"
1397,"Biscuits, Bread, Milk, Beer"
1398,"Chips, Jam"
1399,"Bread, Milk, Beer"
1400,"Biscuits, Jam"
1401,"Bread, Butter, Cheese"
1402,"Milk, Eggs"
1403,"Biscuits, Chips"
1404,"Cheese, Beer, Butter"
1405,"Milk, Eggs, Butter"
1406,"Bread, Eggs, Jam, Butter, Diapers, Beer"
1407,"Eggs, Jam"
1408,"Jam, Eggs, Butter"
1409,"Eggs, Jam"
1410,"Bread, Milk, Eggs, Jam, Butter, Diapers, Chips, Beer"
1411,"Beer, Diapers, Jam, Butter"
1412,"Bread, Eggs, Butter, Cheese, Diapers, Beer"
1413,"Cheese, Diapers, Jam, Butter"
1414,"Bread, Chips, Milk, Cheese"
1415,"Cheese, Diapers, Beer, Butter"
1416,"Biscuits, Eggs, Butter, Cheese, Chips, Beer"
1417,"Bread, Chips"
1418,"Biscuits, Bread, Butter, Cheese"
1419,"Bread, Jam, Butter, Cheese, Beer"
1420,"Biscuits, Bread, Chips, Butter"
1421,"Biscuits, Eggs"
1422,"Bread, Milk, Eggs, Butter"
1423,"Bread, Jam, Butter, Beer"
1424,Milk
1425,"Bread, Milk, Eggs, Butter"
1426,"Biscuits, Diapers, Beer"
1427,"Milk, Diapers, Butter"
1428,"Biscuits, Bread"
1429,"Bread, Eggs, Butter"
1430,Beer
1431,"Chips, Butter"
1432,"Bread, Milk, Jam, Butter"
1433,"Milk, Eggs, Jam, Cheese, Diapers"
1434,"Biscuits, Milk, Butter"
1435,"Chips, Beer"
1436,"Bread, Biscuits, Eggs, Butter, Cheese"
1437,Biscuits
1438,"Bread, Milk, Jam, Butter, Chips"
1439,"Biscuits, Butter"
1440,"Milk, Cheese"
1441,"Milk, Chips"
1442,"Bread, Eggs, Butter"
1443,"Chips, Eggs"
1444,"Milk, Butter"
1445,"Bread, Milk, Butter, Cheese, Beer"
1446,"Biscuits, Bread, Butter"
1447,"Diapers, Butter"
1448,"Milk, Chips, Jam"
1449,"Eggs, Beer"
1450,"Beer, Bread, Diapers, Butter"
1451,"Milk, Butter"
1452,"Cheese, Bread, Jam, Butter"
1453,"Bread, Butter, Beer"
1454,"Milk, Eggs"
1455,"Cheese, Bread, Butter"
1456,"Biscuits, Bread, Butter"
1457,"Beer, Bread, Eggs, Butter"
1458,"Bread, Chips, Butter"
1459,"Bread, Milk, Biscuits, Butter, Diapers, Beer"
1460,"Milk, Chips, Eggs"
1461,Cheese
1462,Milk
1463,"Chips, Eggs"
1464,"Bread, Cheese"
1465,"Bread, Milk, Eggs, Butter"
1466,"Bread, Chips, Eggs, Butter"
1467,"Milk, Eggs"
1468,"Cheese, Eggs, Butter"
1469,"Bread, Milk, Butter"
1470,"Bread, Milk, Biscuits, Eggs, Jam"
1471,"Bread, Biscuits, Eggs, Diapers, Beer"
1472,"Beer, Butter"
1473,"Diapers, Eggs, Beer"
1474,"Diapers, Milk, Eggs"
1475,"Milk, Biscuits, Eggs, Butter, Cheese, Diapers, Chips"
1476,"Diapers, Milk, Eggs"
1477,"Bread, Eggs, Butter"
1478,"Biscuits, Milk, Beer"
1479,"Bread, Eggs, Butter, Cheese, Jam"
1480,"Biscuits, Bread, Chips, Butter"
1481,"Milk, Chips"
1482,"Bread, Eggs"
1483,"Bread, Eggs, Jam, Butter, Chips"
1484,"Cheese, Beer, Eggs, Butter"
1485,"Bread, Chips, Eggs"
1486,"Milk, Biscuits, Eggs, Jam, Diapers"
1487,"Biscuits, Bread, Butter, Beer"
1488,"Milk, Biscuits, Eggs, Cheese, Chips"
1489,"Cheese, Milk, Eggs, Butter"
1490,"Bread, Chips, Butter"
1491,"Milk, Chips, Jam, Butter"
1492,"Biscuits, Bread, Jam, Butter"
1493,"Milk, Chips"
1494,"Chips, Butter"
1495,"Bread, Milk, Butter"
1496,"Bread, Butter"
1497,"Eggs, Beer"
1498,"Cheese, Bread, Milk, Butter"
